Region,Delivery_Mode,Supplier,traffic_congestion_level,port_congestion_level,weather_condition_severity,fuel_consumption_rate,driver_behavior_score,fatigue_monitoring_score,supplier_reliability_score,Disruption,Weather_Conditions_Rainy,Weather_Conditions_Snowy,Weather_Conditions_Sunny,Is_Business_Day,Is_Holiday,Is_Working_Day,Week_Of_Year,Quarter,Is_Weekend,Delivery_Duration,traffic_congestion_level_rolling_mean_3,traffic_congestion_level_rolling_std_3,port_congestion_level_rolling_mean_3,port_congestion_level_rolling_std_3,supplier_reliability_score_rolling_mean_3,supplier_reliability_score_rolling_std_3,traffic_congestion_level_rolling_mean_7,traffic_congestion_level_rolling_std_7,port_congestion_level_rolling_mean_7,port_congestion_level_rolling_std_7,supplier_reliability_score_rolling_mean_7,supplier_reliability_score_rolling_std_7,traffic_congestion_level_expanding_mean,port_congestion_level_expanding_mean,supplier_reliability_score_expanding_mean,traffic_congestion_level_lag_1,traffic_congestion_level_lag_2,traffic_congestion_level_lag_3,traffic_congestion_level_lag_4,traffic_congestion_level_lag_5,traffic_congestion_level_lag_6,traffic_congestion_level_lag_7,port_congestion_level_lag_1,port_congestion_level_lag_2,port_congestion_level_lag_3,port_congestion_level_lag_4,port_congestion_level_lag_5,port_congestion_level_lag_6,port_congestion_level_lag_7,supplier_reliability_score_lag_1,supplier_reliability_score_lag_2,supplier_reliability_score_lag_3,supplier_reliability_score_lag_4,supplier_reliability_score_lag_5,supplier_reliability_score_lag_6,supplier_reliability_score_lag_7,Traffic_Port_Interaction
2,2,0,0.31038734,5.221545,0.9851448,0.008318363,0.84198976,0.29096252,0.060495358,1,True,False,False,False,False,False,1,1,True,-96.0,0.33656415,0.13012545,7.8747444,2.4069998,0.5299669,0.46974456,0.272154,0.1493099,6.956947,3.1764247,0.59412056,0.38069046,0.4935967,6.5831437,0.5213426,0.4777881,0.22151704,0.3439619,0.3687681,0.029835925,0.15281953,0.8899862,9.918316,8.484371,5.024626,1.3921065,8.843697,9.813965,9.4677105,0.999984,0.5294212,0.5130684,0.18366481,0.87722397,0.9949863,0.9934127,1.6207016
1,1,1,0.15236594,6.832396,0.40386397,0.00057465106,0.6712524,0.9998,0.0030272326,1,False,True,False,False,False,False,1,1,True,288.0,0.3135138,0.1627336,7.3240857,2.3866785,0.3545022,0.5597417,0.27208918,0.14937042,6.5310082,2.9189336,0.45241213,0.39108405,0.491124,6.5849495,0.51758665,0.31038734,0.4777881,0.22151704,0.3439619,0.3687681,0.029835925,0.15281953,5.221545,9.918316,8.484371,5.024626,1.3921065,8.843697,9.813965,0.060495358,0.999984,0.5294212,0.5130684,0.18366481,0.87722397,0.9949863,1.0410244
3,1,0,0.64039004,9.359527,0.87269694,0.22600062,0.7808966,0.9878145,0.50238436,1,False,False,True,True,False,True,1,1,False,-96.0,0.36771443,0.2490114,7.1378226,2.0858297,0.18863565,0.27322945,0.3593112,0.16205668,6.604698,2.9926302,0.3988636,0.34632364,0.49219787,6.604911,0.5174773,0.15236594,0.31038734,0.4777881,0.22151704,0.3439619,0.3687681,0.029835925,6.832396,5.221545,9.918316,8.484371,5.024626,1.3921065,8.843697,0.0030272326,0.060495358,0.999984,0.5294212,0.5130684,0.18366481,0.87722397,5.993747
2,3,0,0.17842887,4.063889,0.079114474,0.0011620393,0.7083738,0.61347836,0.18948632,1,False,False,True,False,False,False,1,1,True,312.0,0.3237283,0.27454656,6.7519374,2.6487353,0.23163263,0.25233236,0.33211988,0.17560735,6.9863815,2.3093953,0.39969528,0.3457272,0.48995668,6.5867605,0.5151345,0.64039004,0.15236594,0.31038734,0.4777881,0.22151704,0.3439619,0.3687681,9.359527,6.832396,5.221545,9.918316,8.484371,5.024626,1.3921065,0.50238436,0.0030272326,0.060495358,0.999984,0.5294212,0.5130684,0.18366481,0.7251151
1,3,1,0.8155394,2.4054546,0.16870785,0.033605024,0.12673417,0.22782975,0.90839106,0,False,True,False,True,False,True,1,1,False,72.0,0.5447861,0.3291391,5.27629,3.632109,0.53342056,0.36045587,0.39948812,0.253907,6.612214,2.8330264,0.45616993,0.39597055,0.49226576,6.557106,0.51792353,0.17842887,0.64039004,0.15236594,0.31038734,0.4777881,0.22151704,0.3439619,4.063889,9.359527,6.832396,5.221545,9.918316,8.484371,5.024626,0.18948632,0.50238436,0.0030272326,0.060495358,0.999984,0.5294212,0.5130684,1.9617431
1,1,2,0.4064749,2.1820495,0.7383253,6.149951e-07,0.10483732,0.00041829943,0.24700284,0,False,True,False,True,False,True,1,1,False,48.0,0.4668144,0.32281283,2.8837976,1.0280755,0.4482934,0.39949268,0.42591065,0.24162664,5.7118826,3.1252584,0.41582444,0.4016107,0.4916616,6.5262957,0.51601565,0.8155394,0.17842887,0.64039004,0.15236594,0.31038734,0.4777881,0.22151704,2.4054546,4.063889,9.359527,6.832396,5.221545,9.918316,8.484371,0.90839106,0.18948632,0.50238436,0.0030272326,0.060495358,0.999984,0.5294212,0.8869483
2,2,2,0.99995494,9.978758,0.18394467,0.25905862,0.9463089,0.030881356,0.093234524,1,False,False,False,False,False,False,1,1,True,-96.0,0.74065644,0.30374372,4.8554206,4.438346,0.41620946,0.4331203,0.5005059,0.3261352,5.720517,3.1388707,0.2862888,0.3196645,0.4952161,6.550439,0.51305914,0.4064749,0.8155394,0.17842887,0.64039004,0.15236594,0.31038734,0.4777881,2.1820495,2.4054546,4.063889,9.359527,6.832396,5.221545,9.918316,0.24700284,0.90839106,0.18948632,0.50238436,0.0030272326,0.060495358,0.999984,9.978308
3,1,1,0.54883087,9.982127,0.8689125,2.7076203e-08,0.15695496,0.1786138,0.040391944,1,True,False,False,True,False,True,2,1,False,192.0,0.65175354,0.3098378,7.380978,4.5024047,0.12687643,0.10733522,0.53456926,0.3152388,6.4006,3.5068936,0.2834169,0.32211208,0.49558842,6.57427,0.5097767,0.99995494,0.4064749,0.8155394,0.17842887,0.64039004,0.15236594,0.31038734,9.978758,2.1820495,2.4054546,4.063889,9.359527,6.832396,5.221545,0.093234524,0.24700284,0.90839106,0.18948632,0.50238436,0.0030272326,0.060495358,5.4785
0,2,0,0.69905144,9.664543,0.08513816,0.008156536,0.29893604,0.14493272,0.94093394,1,False,True,False,False,False,False,1,1,True,264.0,0.7492791,0.22971795,9.875143,0.18239214,0.3581868,0.50536495,0.6126672,0.26911366,6.8051925,3.7218013,0.41740358,0.37651482,0.4969916,6.595582,0.5127502,0.54883087,0.99995494,0.4064749,0.8155394,0.17842887,0.64039004,0.15236594,9.982127,9.978758,2.1820495,2.4054546,4.063889,9.359527,6.832396,0.040391944,0.093234524,0.24700284,0.90839106,0.18948632,0.50238436,0.0030272326,6.756013
2,3,2,0.6167511,9.5586,0.9386276,0.074562736,0.98555386,0.98502845,0.06888432,1,True,False,False,True,False,True,1,1,False,264.0,0.6215445,0.075224906,9.73509,0.22040036,0.35007006,0.5119014,0.60929024,0.26885602,6.833632,3.7452593,0.35547498,0.39538553,0.49781188,6.6158767,0.5097101,0.69905144,0.54883087,0.99995494,0.4064749,0.8155394,0.17842887,0.64039004,9.664543,9.982127,9.978758,2.1820495,2.4054546,4.063889,9.359527,0.94093394,0.040391944,0.093234524,0.24700284,0.90839106,0.18948632,0.50238436,5.895277
1,1,3,0.17042308,4.122433,0.25003093,0.011870186,0.7869941,0.9986524,0.9639876,1,False,True,False,True,False,True,1,1,False,192.0,0.49540854,0.28443804,7.781859,3.1695986,0.65793526,0.5102633,0.60814655,0.27100277,6.8419952,3.738102,0.46611804,0.44628477,0.49558476,6.5989146,0.5128004,0.6167511,0.69905144,0.54883087,0.99995494,0.4064749,0.8155394,0.17842887,9.5586,9.664543,9.982127,9.978758,2.1820495,2.4054546,4.063889,0.06888432,0.94093394,0.040391944,0.093234524,0.24700284,0.90839106,0.18948632,0.70255774
3,0,0,0.9331587,9.753915,0.92337495,0.24461426,0.4350307,0.7022598,0.98729503,1,True,False,False,True,False,True,2,1,False,216.0,0.57344425,0.38320753,7.81165,3.1964474,0.67338896,0.52364606,0.6249493,0.2890501,7.891775,3.2894416,0.47739002,0.46009985,0.49854133,6.620232,0.5160064,0.17042308,0.6167511,0.69905144,0.54883087,0.99995494,0.4064749,0.8155394,4.122433,9.5586,9.664543,9.982127,9.978758,2.1820495,2.4054546,0.9639876,0.06888432,0.94093394,0.040391944,0.093234524,0.24700284,0.90839106,9.101951
3,1,3,0.017910628,3.5199475,0.9338287,0.4467482,0.96388185,0.7762645,0.2282626,0,False,False,False,True,False,True,2,1,False,0.0,0.3738308,0.4903578,5.798765,3.4384816,0.72651505,0.43165663,0.5694401,0.3652615,8.082904,2.9205809,0.47471285,0.4617155,0.4953156,6.599425,0.5140753,0.9331587,0.17042308,0.6167511,0.69905144,0.54883087,0.99995494,0.4064749,9.753915,4.122433,9.5586,9.664543,9.982127,9.978758,2.1820495,0.98729503,0.9639876,0.06888432,0.94093394,0.040391944,0.093234524,0.24700284,0.063044466
3,1,0,0.2225589,8.026438,0.00012183593,0.051479977,0.23227525,0.6485166,0.012977239,1,False,True,False,False,False,False,1,1,True,120.0,0.3912094,0.4803665,7.1001,3.2185655,0.40951163,0.5118224,0.45838353,0.32892358,7.804001,2.8000944,0.46324754,0.47361043,0.49349725,6.608938,0.5107346,0.017910628,0.9331587,0.17042308,0.6167511,0.69905144,0.54883087,0.99995494,3.5199475,9.753915,4.122433,9.5586,9.664543,9.982127,9.978758,0.2282626,0.98729503,0.9639876,0.06888432,0.94093394,0.040391944,0.093234524,1.7863551
1,2,1,0.9992108,9.9879675,0.048311304,0.7928801,0.74691516,0.45293978,0.7757944,1,False,False,False,True,False,True,2,1,False,48.0,0.41322678,0.51769024,7.1781178,3.3164072,0.33901143,0.39328295,0.5227235,0.38826114,7.804835,2.8008523,0.568305,0.44487083,0.49684635,6.6313157,0.51249,0.2225589,0.017910628,0.9331587,0.17042308,0.6167511,0.69905144,0.54883087,8.026438,3.5199475,9.753915,4.122433,9.5586,9.664543,9.982127,0.012977239,0.2282626,0.98729503,0.9639876,0.06888432,0.94093394,0.040391944,9.980085
1,1,0,0.8505412,7.2053123,0.8784566,8.187437e-06,0.8407313,0.2178614,0.00520944,1,False,True,False,True,False,True,2,1,False,240.0,0.69077027,0.41224033,8.406572,1.4297446,0.26466036,0.4426721,0.5443649,0.4036448,7.4535165,2.6803477,0.4346301,0.45471635,0.49917328,6.6350923,0.5091526,0.9992108,0.2225589,0.017910628,0.9331587,0.17042308,0.6167511,0.69905144,9.9879675,8.026438,3.5199475,9.753915,4.122433,9.5586,9.664543,0.7757944,0.012977239,0.2282626,0.98729503,0.9639876,0.06888432,0.94093394,6.1284146
3,3,3,0.2811668,8.691344,0.28644636,0.0002872089,0.7000355,0.6268707,0.25690708,1,False,False,False,True,False,True,1,1,False,288.0,0.7103062,0.37900683,8.628208,1.3924017,0.3459703,0.392937,0.4964243,0.41342473,7.3296223,2.5851812,0.46149048,0.43461993,0.4977484,6.648532,0.5075039,0.8505412,0.9992108,0.2225589,0.017910628,0.9331587,0.17042308,0.6167511,7.2053123,9.9879675,8.026438,3.5199475,9.753915,4.122433,9.5586,0.00520944,0.7757944,0.012977239,0.2282626,0.98729503,0.9639876,0.06888432,2.4437175
1,0,1,0.22655839,9.980011,0.018450633,0.0008776817,0.12614277,0.67988193,0.031152835,1,True,False,False,True,False,True,1,1,False,264.0,0.45275545,0.3455729,8.625556,1.3885186,0.097756445,0.13843754,0.50444365,0.40653428,8.166419,2.3070855,0.32822838,0.3961781,0.49598742,6.6701646,0.50441074,0.2811668,0.8505412,0.9992108,0.2225589,0.017910628,0.9331587,0.17042308,8.691344,7.2053123,9.9879675,8.026438,3.5199475,9.753915,4.122433,0.25690708,0.00520944,0.7757944,0.012977239,0.2282626,0.98729503,0.9639876,2.2610552
0,1,1,0.05086821,3.7953258,0.08550407,0.6294149,0.9655853,0.39042825,0.29491398,1,False,False,False,True,False,True,1,1,False,-120.0,0.1861978,0.12033741,7.4888935,3.2629738,0.19432463,0.14258298,0.3784021,0.38780355,7.315192,2.6910365,0.2293168,0.27080095,0.4931157,6.6516175,0.50305915,0.22655839,0.2811668,0.8505412,0.9992108,0.2225589,0.017910628,0.9331587,9.980011,8.691344,7.2053123,9.9879675,8.026438,3.5199475,9.753915,0.031152835,0.25690708,0.00520944,0.7757944,0.012977239,0.2282626,0.98729503,0.19306143
1,2,0,0.80660635,9.632874,0.9890096,0.1984139,0.77622926,0.89502573,0.98555696,1,True,False,False,True,False,True,1,1,False,-120.0,0.3613443,0.39548764,7.8027368,3.474857,0.43720794,0.49285647,0.49107295,0.38010773,8.188467,2.201498,0.3375017,0.3936939,0.49512523,6.670728,0.5061521,0.05086821,0.22655839,0.2811668,0.8505412,0.9992108,0.2225589,0.017910628,3.7953258,9.980011,8.691344,7.2053123,9.9879675,8.026438,3.5199475,0.29491398,0.031152835,0.25690708,0.00520944,0.7757944,0.012977239,0.2282626,7.7699366
3,2,1,0.5283436,9.981474,0.000544294,0.012818151,0.36288825,0.07025747,0.9723298,1,False,False,True,True,False,True,2,1,False,264.0,0.4619394,0.38222006,7.803224,3.4753156,0.7509336,0.39497992,0.5347565,0.36120698,8.467758,2.2993534,0.47455207,0.42743033,0.49533683,6.6918154,0.50912136,0.80660635,0.05086821,0.22655839,0.2811668,0.8505412,0.9992108,0.2225589,9.632874,3.7953258,9.980011,8.691344,7.2053123,9.9879675,8.026438,0.98555696,0.29491398,0.031152835,0.25690708,0.00520944,0.7757944,0.012977239,5.273648
0,2,0,0.8302769,6.498109,0.90795666,0.5983666,0.26421428,0.29468352,0.94375545,1,True,False,False,True,False,True,1,1,False,-96.0,0.7217423,0.1679058,8.704152,1.9184238,0.96721405,0.021365145,0.51062304,0.32923153,7.969207,2.2931335,0.4985465,0.45121226,0.4974567,6.6905894,0.51187223,0.5283436,0.80660635,0.05086821,0.22655839,0.2811668,0.8505412,0.9992108,9.981474,9.632874,3.7953258,9.980011,8.691344,7.2053123,9.9879675,0.9723298,0.98555696,0.29491398,0.031152835,0.25690708,0.00520944,0.7757944,5.39523
0,2,3,0.95247704,7.785242,0.9029436,0.861885,0.709349,0.97243726,0.8162829,1,False,False,False,True,False,True,1,1,False,336.0,0.77036583,0.21832155,8.088275,1.761343,0.9107894,0.08308263,0.52518535,0.34846488,8.052054,2.2713075,0.61441416,0.40520626,0.50031847,6.697474,0.51378673,0.8302769,0.5283436,0.80660635,0.05086821,0.22655839,0.2811668,0.8505412,6.498109,9.981474,9.632874,3.7953258,9.980011,8.691344,7.2053123,0.94375545,0.9723298,0.98555696,0.29491398,0.031152835,0.25690708,0.00520944,7.4152646
2,3,0,0.34583667,3.5275297,0.33799392,1.7255624e-07,0.00020211194,0.458357,0.3387923,0,False,True,False,True,False,True,1,1,False,192.0,0.7095302,0.32083946,5.93696,2.1836197,0.69961023,0.31891143,0.5344239,0.34170896,7.3143663,2.8049474,0.62611204,0.3941977,0.49935296,6.677662,0.51269305,0.95247704,0.8302769,0.5283436,0.80660635,0.05086821,0.22655839,0.2811668,7.785242,6.498109,9.981474,9.632874,3.7953258,9.980011,8.691344,0.8162829,0.94375545,0.9723298,0.98555696,0.29491398,0.031152835,0.25690708,1.219949
0,0,2,0.95876527,9.860535,0.98438495,0.13884985,0.91169745,0.8555989,0.91531986,1,False,False,False,True,False,True,1,1,False,192.0,0.7523597,0.35207328,7.057769,3.228568,0.6901317,0.30827197,0.63902485,0.34382287,7.2972984,2.7863252,0.7524216,0.30285776,0.50220644,6.6974316,0.5151938,0.34583667,0.95247704,0.8302769,0.5283436,0.80660635,0.05086821,0.22655839,3.5275297,7.785242,6.498109,9.981474,9.632874,3.7953258,9.980011,0.3387923,0.8162829,0.94375545,0.9723298,0.98555696,0.29491398,0.031152835,9.4539385
0,3,0,0.42490214,6.571137,0.004650546,0.29987276,0.95719385,0.34373477,0.99202675,1,True,False,False,True,False,True,1,1,False,264.0,0.57650137,0.33340234,6.653067,3.1672976,0.74871296,0.3570675,0.6924583,0.2546957,7.693843,2.3715122,0.8520091,0.23416893,0.50172925,6.696652,0.5181372,0.95876527,0.34583667,0.95247704,0.8302769,0.5283436,0.80660635,0.05086821,9.860535,3.5275297,7.785242,6.498109,9.981474,9.632874,3.7953258,0.91531986,0.3387923,0.8162829,0.94375545,0.9723298,0.98555696,0.29491398,2.7920902
0,1,1,0.76848614,7.3781333,0.9994547,0.0002165057,0.930003,0.82101107,0.6815784,1,False,False,True,True,False,True,1,1,False,0.0,0.7173845,0.2705753,7.9366016,1.7143368,0.862975,0.16170815,0.68701255,0.25224403,7.371737,2.212012,0.8085836,0.2334601,0.5033658,6.700833,0.51913995,0.42490214,0.95876527,0.34583667,0.95247704,0.8302769,0.5283436,0.80660635,6.571137,9.860535,3.5275297,7.785242,6.498109,9.981474,9.632874,0.99202675,0.91531986,0.3387923,0.8162829,0.94375545,0.9723298,0.98555696,5.6699934
3,0,0,0.99336255,9.651218,0.018446768,5.518832e-05,0.9942937,0.00031417096,0.581831,1,False,False,False,True,False,True,1,1,False,216.0,0.72891694,0.28628847,7.8668294,1.5971359,0.75181204,0.21392687,0.75344384,0.26443177,7.324558,2.1497176,0.7527981,0.23446445,0.5063536,6.718823,0.5195222,0.76848614,0.42490214,0.95876527,0.34583667,0.95247704,0.8302769,0.5283436,7.3781333,6.571137,9.860535,3.5275297,7.785242,6.498109,9.981474,0.6815784,0.99202675,0.91531986,0.3387923,0.8162829,0.94375545,0.9723298,9.587158
0,2,1,0.095531575,0.8991908,0.5904605,0.0084821535,0.8748427,0.34216502,0.98016506,1,False,False,False,True,False,True,2,1,False,336.0,0.61912674,0.46717906,5.9761806,4.5413213,0.74785817,0.20727338,0.6484802,0.3580895,6.524712,3.2622018,0.7579995,0.23975095,0.50386375,6.6835523,0.52231395,0.99336255,0.76848614,0.42490214,0.95876527,0.34583667,0.95247704,0.8302769,9.651218,7.3781333,6.571137,9.860535,3.5275297,7.785242,6.498109,0.581831,0.6815784,0.99202675,0.91531986,0.3387923,0.8162829,0.94375545,0.08590111
0,3,2,0.05822458,7.4984226,0.09224981,0.21283033,0.3749575,0.3904671,0.00023001287,1,False,False,False,False,False,False,1,1,True,192.0,0.3823729,0.52946126,6.0162773,4.5603795,0.520742,0.49281543,0.52072984,0.3896826,6.483738,3.245489,0.6414205,0.36981213,0.50117916,6.6884613,0.5191689,0.095531575,0.99336255,0.76848614,0.42490214,0.95876527,0.34583667,0.95247704,0.8991908,9.651218,7.3781333,6.571137,9.860535,3.5275297,7.785242,0.98016506,0.581831,0.6815784,0.99202675,0.91531986,0.3387923,0.8162829,0.43659252
2,3,0,0.4267492,6.021904,0.5394475,0.006280444,0.46188936,0.97708917,0.44814563,1,True,False,False,True,False,True,1,1,False,120.0,0.19350179,0.20285763,4.8065057,3.4634318,0.47618023,0.49056867,0.5322888,0.38479966,6.8400774,2.994007,0.6570424,0.35698485,0.5007335,6.6844697,0.51874363,0.05822458,0.095531575,0.99336255,0.76848614,0.42490214,0.95876527,0.34583667,7.4984226,0.8991908,9.651218,7.3781333,6.571137,9.860535,3.5275297,0.00023001287,0.98016506,0.581831,0.6815784,0.99202675,0.91531986,0.3387923,2.5698426
1,3,0,0.14081769,9.9996395,0.99977446,5.436099e-08,0.6729904,0.86471945,0.27877873,1,False,True,False,False,False,False,1,1,True,216.0,0.20859715,0.19338599,7.8399887,2.0107453,0.24238479,0.22616473,0.41543913,0.3568882,6.859949,3.0177634,0.5661079,0.3612759,0.49859115,6.704203,0.51731527,0.4267492,0.05822458,0.095531575,0.99336255,0.76848614,0.42490214,0.95876527,6.021904,7.4984226,0.8991908,9.651218,7.3781333,6.571137,9.860535,0.44814563,0.00023001287,0.98016506,0.581831,0.6815784,0.99202675,0.91531986,1.4081261
3,0,3,0.2916737,7.240163,0.934739,0.090153284,0.121489495,0.009376777,0.83219963,0,False,True,False,True,False,True,1,1,False,336.0,0.28641352,0.14303832,7.753902,2.038024,0.519708,0.2835658,0.39640647,0.35983974,6.9555244,3.0176864,0.5432755,0.33388382,0.4973668,6.7073746,0.51917845,0.14081769,0.4267492,0.05822458,0.095531575,0.99336255,0.76848614,0.42490214,9.9996395,6.021904,7.4984226,0.8991908,9.651218,7.3781333,6.571137,0.27877873,0.44814563,0.00023001287,0.98016506,0.581831,0.6815784,0.99202675,2.1117651
3,0,2,0.4949588,9.997826,0.039878666,0.035433825,0.4970041,0.3519417,0.7864592,1,False,False,True,True,False,True,1,1,False,120.0,0.30915004,0.1777162,9.079209,1.5926613,0.6324792,0.3071662,0.35733116,0.32595727,7.3297663,3.233553,0.5582585,0.34334376,0.4973526,6.72673,0.5207507,0.2916737,0.14081769,0.4267492,0.05822458,0.095531575,0.99336255,0.76848614,7.240163,9.9996395,6.021904,7.4984226,0.8991908,9.651218,7.3781333,0.83219963,0.27877873,0.44814563,0.00023001287,0.98016506,0.581831,0.6815784,4.9485116
3,3,3,0.7543679,3.3563108,0.100860775,0.98909867,0.34772804,0.92916024,0.07998762,1,True,False,False,True,False,True,2,1,False,-72.0,0.51366675,0.2319137,6.8647666,3.3366332,0.5662155,0.42170632,0.32318905,0.25246495,6.430494,3.3534448,0.48656654,0.3871948,0.49885562,6.70702,0.51817316,0.4949588,0.2916737,0.14081769,0.4267492,0.05822458,0.095531575,0.99336255,9.997826,7.240163,9.9996395,6.021904,7.4984226,0.8991908,9.651218,0.7864592,0.83219963,0.27877873,0.44814563,0.00023001287,0.98016506,0.581831,2.531893
0,2,2,0.09900895,9.979929,0.67657846,0.11407315,0.042726226,0.99999744,0.694962,1,False,False,False,True,False,True,1,1,False,24.0,0.4494452,0.33004156,7.778022,3.8293245,0.5204696,0.38420206,0.32368582,0.25194523,7.727742,2.50655,0.44582328,0.3385479,0.49653095,6.7260485,0.519201,0.7543679,0.4949588,0.2916737,0.14081769,0.4267492,0.05822458,0.095531575,3.3563108,9.997826,7.240163,9.9996395,6.021904,7.4984226,0.8991908,0.07998762,0.7864592,0.83219963,0.27877873,0.44814563,0.00023001287,0.98016506,0.98810226
0,2,3,0.2622442,1.1376765,0.55934346,9.575979e-06,0.21085082,0.8055565,0.1548586,1,False,True,False,True,False,True,1,1,False,216.0,0.37187368,0.34115654,4.824639,4.6003637,0.30993608,0.3355371,0.35283148,0.2266486,6.819064,3.5424395,0.46791306,0.30832326,0.49517667,6.6937456,0.51709497,0.09900895,0.7543679,0.4949588,0.2916737,0.14081769,0.4267492,0.05822458,9.979929,3.3563108,9.997826,7.240163,9.9996395,6.021904,7.4984226,0.694962,0.07998762,0.7864592,0.83219963,0.27877873,0.44814563,0.00023001287,0.29834905
3,1,3,0.9124596,7.056619,0.7739371,0.95528615,0.115825236,0.34097862,0.8773147,0,False,False,True,True,False,True,1,1,False,288.0,0.42457092,0.43033472,6.058075,4.5049057,0.5757118,0.3757009,0.42221868,0.31151116,6.9668803,3.5251782,0.52922297,0.34430754,0.49757487,6.6958313,0.5191652,0.2622442,0.09900895,0.7543679,0.4949588,0.2916737,0.14081769,0.4267492,1.1376765,9.979929,3.3563108,9.997826,7.240163,9.9996395,6.021904,0.1548586,0.694962,0.07998762,0.7864592,0.83219963,0.27877873,0.44814563,6.43888
0,2,3,0.8209298,7.313418,0.16969813,0.024762763,0.57397294,0.6916383,0.049738638,1,True,False,False,False,False,False,1,1,True,312.0,0.6652112,0.3519677,5.1692376,3.4937947,0.3606373,0.4505321,0.5193776,0.31515616,6.5831347,3.2775223,0.49650294,0.38100192,0.4994226,6.6993604,0.5164828,0.9124596,0.2622442,0.09900895,0.7543679,0.4949588,0.2916737,0.14081769,7.056619,1.1376765,9.979929,3.3563108,9.997826,7.240163,9.9996395,0.8773147,0.1548586,0.694962,0.07998762,0.7864592,0.83219963,0.27877873,6.003803
0,0,0,0.9831932,9.925443,0.039198626,0.58558685,0.92283803,0.032837905,0.27172717,0,False,False,True,True,False,True,1,1,False,336.0,0.9055276,0.08135351,8.098493,1.5873859,0.3995935,0.42834902,0.6181661,0.33933812,6.966746,3.5157301,0.41643542,0.35682184,0.5021713,6.7176905,0.5150921,0.8209298,0.9124596,0.2622442,0.09900895,0.7543679,0.4949588,0.2916737,7.313418,7.056619,1.1376765,9.979929,3.3563108,9.997826,7.240163,0.049738638,0.8773147,0.1548586,0.694962,0.07998762,0.7864592,0.83219963,9.758628
1,1,1,0.75992113,6.559369,0.76271075,0.18715866,0.9486658,0.4709252,0.09508836,1,False,False,False,True,False,True,2,1,False,-120.0,0.85468143,0.115399234,7.932743,1.7664329,0.13885139,0.11728653,0.65601784,0.3380797,6.475538,3.251965,0.31766817,0.33216274,0.50362754,6.716796,0.5127192,0.9831932,0.8209298,0.9124596,0.2622442,0.09900895,0.7543679,0.4949588,9.925443,7.313418,7.056619,1.1376765,9.979929,3.3563108,9.997826,0.27172717,0.049738638,0.8773147,0.1548586,0.694962,0.07998762,0.7864592,4.9846034
3,3,0,0.9706262,9.476712,0.35005906,0.13559367,0.76432234,0.8634712,0.19447452,0,False,True,False,True,False,True,1,1,False,312.0,0.9045802,0.12543589,8.653841,1.8276896,0.18709669,0.088550225,0.6869119,0.3578668,7.3498807,3.0924048,0.33402345,0.321145,0.5062511,6.7323008,0.5109313,0.75992113,0.9831932,0.8209298,0.9124596,0.2622442,0.09900895,0.7543679,6.559369,9.925443,7.313418,7.056619,1.1376765,9.979929,3.3563108,0.09508836,0.27172717,0.049738638,0.8773147,0.1548586,0.694962,0.07998762,9.198344
3,1,3,0.044597168,8.414233,0.99999976,0.30696976,0.16190813,0.8540163,0.1531446,1,False,False,False,True,False,True,2,1,False,-72.0,0.59171486,0.48538896,8.1501045,1.4764975,0.14756916,0.04992711,0.6791388,0.37303424,7.1262097,2.9224217,0.25662094,0.2826385,0.503672,6.7416973,0.5089325,0.9706262,0.75992113,0.9831932,0.8209298,0.9124596,0.2622442,0.09900895,9.476712,6.559369,9.925443,7.313418,7.056619,1.1376765,9.979929,0.19447452,0.09508836,0.27172717,0.049738638,0.8773147,0.1548586,0.694962,0.37525097
2,0,1,0.98778427,7.1696215,0.25707066,0.74937004,0.12478104,0.49506634,0.76705444,0,False,False,False,False,False,False,1,1,True,168.0,0.6676692,0.5396644,8.353522,1.154743,0.37155786,0.34313294,0.7827873,0.33694386,7.9879165,1.3028738,0.3440775,0.335647,0.50636154,6.7440743,0.5103665,0.044597168,0.9706262,0.75992113,0.9831932,0.8209298,0.9124596,0.2622442,8.414233,9.476712,6.559369,9.925443,7.313418,7.056619,1.1376765,0.1531446,0.19447452,0.09508836,0.27172717,0.049738638,0.8773147,0.1548586,7.082039
0,3,1,0.6335061,0.9938261,0.5683651,0.00021561564,0.984525,0.7990602,0.15470359,1,True,False,False,True,False,True,1,1,False,72.0,0.5552958,0.47643268,5.5258937,3.9739137,0.3583009,0.35399184,0.74293685,0.33554447,7.1218033,2.9716382,0.24084733,0.24251415,0.507064,6.712305,0.5084015,0.98778427,0.044597168,0.9706262,0.75992113,0.9831932,0.8209298,0.9124596,7.1696215,8.414233,9.476712,6.559369,9.925443,7.313418,7.056619,0.76705444,0.1531446,0.19447452,0.09508836,0.27172717,0.049738638,0.8773147,0.6295949
1,1,1,0.86938554,7.540812,0.08443915,0.004205924,0.2408028,0.94324553,0.4208659,1,False,False,False,True,False,True,2,1,False,-96.0,0.8302253,0.18035628,5.234753,3.6774368,0.4475413,0.30704573,0.7498591,0.3379131,7.154288,2.9753225,0.2938655,0.2341959,0.5090548,6.7168574,0.50792056,0.6335061,0.98778427,0.044597168,0.9706262,0.75992113,0.9831932,0.8209298,0.9938261,7.1696215,8.414233,9.476712,6.559369,9.925443,7.313418,0.15470359,0.76705444,0.1531446,0.19447452,0.09508836,0.27172717,0.049738638,6.5558724
